,title,company,location,time,link,source
0,Sr Business Systems Analyst,SPECTRUM,New Delhi,9.0,https://job-openings.monster.com/sr-business-systems-analyst-new-delhi-us-spectrum/ed739825-2af9-4e1e-a991-31605078b004,Monster
1,"Web & Graphic Designer
new",modern school,"Faridabad, Uttar Pradesh",,https://www.indeed.co.in//pagead/clk?mo=r&ad=-6NYlbfkN0ACRz_CcIqIfZu0tQ1bM0rPCxnUCER2M-WFpSwpjpS_5DYuE8HDS1Ussar-VYlaN8DH4a-l66m_NKqaicolmGaTaQ5fmtrOgT0VQvC0f9D23xdYO3lK9-H-NpBzW3D54r3FZMnR9z3Bsh_CrFMGM91NYZocH7DyEenpPHpyEkmCm3P_57sKz13xhNmOvp7-f4lB6KUhmiZar29K0XN9WvnKBNR7-X3oCzy2ttQSDGFYfTQ0nuepqkxJfbqnFROOn0km_hh8s1j5-Rd7T3uqeW0v0Ma1UYQoI4VLe7syvXKW7u9ZVvPy_EHsQC8sGAK4bSNyjvrq3OoMKD3Fh4evPVy1Ivn8ix5yZAbGXD4dpk3LV-FQ4w0zQxzjp4xl8u82UYfU783NKZkhYqqS3f4xfjZueJnA0s9TKCsNI52JL473C2Ye370DhrEl040m1pz58-c=&p=0&fvj=1&vjs=3,Indeed
2,Web Designer,Global Bizsol,India,30.0,https://www.indeed.co.in//rc/clk?jk=d4fb4d2d78a3c510&fccid=be9dc7555bace0f3&vjs=3,Indeed
3,Web Designer (Experience & Fresher),Spark Infosys,"Hyderabad, Telangana",30.0,https://www.indeed.co.in//rc/clk?jk=e5de46f1c12b0d9c&fccid=b74a3a004e1ee2ef&vjs=3,Indeed
4,"Web Designer
new",Prachar Live & Company,"Nagpur, Maharashtra",2.0,https://www.indeed.co.in//company/Prachar-Live-&-Company/jobs/Web-Designer-921f1d4025455a04?fccid=050ad031dcfba3a0&vjs=3,Indeed
5,Web Designer,Innovativez digital group,"Kompally, Hyderabad, Telangana",26.0,https://www.indeed.co.in//company/Innovativez-digital-group/jobs/Web-Designer-923e5137eccd742a?fccid=763ce7e2bfde732a&vjs=3,Indeed
6,Web Designer,REVOtic Engineering,"Delhi, Delhi",30.0,https://www.indeed.co.in//rc/clk?jk=81ccfb1f7ede6180&fccid=61bf3cf5587bd188&vjs=3,Indeed
7,Web Designer,Colourdrive,"Bengaluru, Karnataka",30.0,https://www.indeed.co.in//rc/clk?jk=34e94b72ef8f3474&fccid=2203ef69338dc01c&vjs=3,Indeed
8,WEB DESIGNER,SHOPWEB,Orissa,30.0,https://www.indeed.co.in//rc/clk?jk=435020af3d9aefca&fccid=7dd81e818712d1b9&vjs=3,Indeed
9,Web Designer & Developer,Silvermerc Designs Private Limited,"Jaipur, Rajasthan",27.0,https://www.indeed.co.in//company/Silvermerc-Designs-Private-Limited/jobs/Web-Designer-Developer-3dce2e8c2c1e78f1?fccid=a7ec3d35ada43e7c&vjs=3,Indeed
10,Hiring for Web Designer,JoomDev,"Delhi, Delhi",30.0,https://www.indeed.co.in//company/JoomDev/jobs/Web-Designer-faaaf30ef7fba6bd?fccid=be3e334105e1a225&vjs=3,Indeed
11,Trainee Web Designer - (Freshers can apply ),Ascent24 Technologies,"Coimbatore, Tamil Nadu",30.0,https://www.indeed.co.in//company/Ascent24-Technologies/jobs/Trainee-Web-Designer-90b8c34be6896beb?fccid=dfe86a469026b9fc&vjs=3,Indeed
12,Web Designer,Lotus Interworks Inc,,8.0,https://www.indeed.co.in//pagead/clk?mo=r&ad=-6NYlbfkN0CjxIkUAm65iVK7RcxY5YHJNYrhEaFD2dNZgDNct8duGqqv-P_3b7vGqiK4H18nP1fb9wSnkZWNx6zpcuoJcaQVNdHpln1vRyLVroehs9_7B_s7pqGggt3Oqj4BFLwMTtUHeADl0RdzsP7tuQVQ6zseEXRyJNawHo4xDS8DsvMpdAy07AdSkaUHxOQ4rFhB8Nq9hOqIPrYqFeffLex0zsZVIMVWmUiLV7jdwak8gN-UNOkVbOrk6r32fnb5hOcy_0n-4eFqUE99Atq9y4J-WJhKqbZ5IPhZGM6x3svmrTgKdE9DuyYw7ud0_unCemqS0EnJ6RQuRZStlWH3uHzMrrKpRq3P_bITpVmWCaU1cRL3UmMJB1IajuFl-9iDeKDVjOp2g_5t1lJXp7vZV_Lmx9yMLIABgMT839wc6u7E3SOYgFiBmJNlckYi&p=11&fvj=1&vjs=3,Indeed
13,Web Designer,Kansas Overseas Careers,"Begumpet, Hyderabad, Telangana",8.0,https://www.indeed.co.in//cmp/Kansas-Overseas-Careers-1,Indeed
14,"Web Developer/Designer
new",TEAM INSANE ESPORTS,"Khanapara, Assam",,https://www.indeed.co.in//pagead/clk?mo=r&ad=-6NYlbfkN0DMaMiBPvFEu-K8619trxSJW3fplXUIxKciOv5f04hfedyMmsfEMFEno4dY8jBiasIs6KHvSrXaF3wwQ4TnjoFYfoLNGwVR2W3SwSjQSqVwMx5wF00NP2lv3_ZteZmm4cLRAWKGq_YmIkPFzcDjcW5VAjWJD814HWFZLV1V_-Mkq1dPsiKZcZnuGY1I9ojY4DlvIFcFMkzRviZdPJkM6Ukljl2MG_s2svmBRJwlB4H4kPWUxk6HxXF3Cb7S8wM8ssw_KQkcoAVxCYOxKtXG-SsEuzbcOToe6_Lz6rQhkbRW7X_ifb0e6150wVY2lIUNqGf8CX_1u_IX94J3QZWomLHBNRNzChizNWoW-Dbqz8EVJ65n2BpY5fInG0jpyvk2ZeM9kJfhm0YlK7j64Si-XYO90sGa2GtrDLqUiJtlSCNqwKDTRWjRpQmuLlsCko7P1vg=&p=13&fvj=1&vjs=3,Indeed
15,Experienced Web Designer(Remote Working),Azym Technologies,"Alleppey, Kerala",30.0,https://www.indeed.co.in//pagead/clk?mo=r&ad=-6NYlbfkN0At0Y4BAoLejcAVRYjXotX8ikroeHyJ5tOwTJDJ-TusRXSvDwg6rxkV1wAHjSo-blPyNfE8tO29D2KdVE13u2CO2EEM6ggYo06ndcJeIsIbdDdui0dnSkpqaXKyjcEfDsxLIH9uwBzzxYc3CShMfXOy4P3B08wv9t_BczwRMitl3S8-Pqrcs7w8hWj4u_KsOfHxc2aCUdZJ75VmIe1AddRXre5_A3C4Xylzt8Q0-5px_s9hf7zRjlC0SkcpW-AZ7m4nPahmh2Vg9LxPPV8mVzxdDwK8XbyUqjJGs9nWh0yyr3sqhDIT1DLCCLoAg4nzbIxc9nkzYC7cJryd4Wtg5-aSymcUq8aDShzkHJQ6q4trOHS3mSmeyptmZT1q1aDUVdxgKUm2y65JAr1RSEN4NPioyHpB51ZHk9AzgoQysezHu9lOmN86fVJ4SLUdsGRQIXNPlnnlCmnMGoPGJSc-N7sY7MXFyhzdwZs=&p=14&fvj=1&vjs=3,Indeed
16,Web Designer,Indigo Solutions,"Bengaluru, Karnataka",13.0,https://www.indeed.co.in//pagead/clk?mo=r&ad=-6NYlbfkN0Catp7Vk_1vKO4rOjhzgX6IBFi6wsLBfC1uouOkG_jOwT2RHxyyVqso9H2zzLQZagRtaMoU8xU9bhkBYZe_AUvv3CHpsy3UkzAn5MD-cHjIQsPepZWTGIXS32bnAtWP0f4931d0070tdY71JjdkybUiEnKBVsDmhtmCkPhKA5Eo_fecHCBv2jigWHnL-NOMOVhWT4LDGzkxVT0oh28oQvlRLa6G_qJqhKaoNPUvkU4YKo0yrVfkEzCUQvtNI5wHxtxBrFf5xNEXbXjf8ePIB93-PSdR4RcYQ0XXFm5FAQdyrEJ9O4_A-fjmVFDCbCh2S6CMY20aUGfDC3cSss0JFQSueJyv0AcZkQMylbNhHVZgyC6m8KaSrbbaOFETAw_eulOAM5wRyD6ChY4nBgSIG4qZSNTwo9yuiijwxen134KJQ5okvlBz3hPG&p=15&fvj=1&vjs=3,Indeed
17,Web Designer,Meghsundar Creation,"Ahmedabad, Gujarat",27.0,https://www.indeed.co.in//company/Meghsundar-Creation/jobs/Web-Designer-b7018662ba9951d4?fccid=5bd9670aceae3a69&vjs=3,Indeed
18,WEB DESIGNER,franchise india,India,30.0,https://www.indeed.co.in//rc/clk?jk=4254249002c2081f&fccid=9a43764e7abeeb9c&vjs=3,Indeed
19,Senior Visual Designer,HP,"Bengaluru, Karnataka",22.0,https://www.indeed.co.in//pagead/clk?mo=r&ad=-6NYlbfkN0C4JTuWysBZGWr3ScYyn1q3GP1Wt9Y6KOMkEf9pRAXJOefEmXwTDv0x7eeR7AMe8ZMnCgZbX6I6awM4c0HehluSJ3afIVmIr04mx-RQ52MaiICJgzMeJSDY3BCqKpUi17XflRvVi2aHgKbBR6LzvW7r_vP5MCRC3tbC_QqcwB53uIgkzc7vpGKAnw2XTgtd1q8Pzh4MruDE__K1WjFzDQ8ES8sMAxIBkMx9gwlfUugxam5ZymOiNS8_cUdjjb_1ctImZfR0VxVuko95fjQ9RYINjVHvdUb5_pkOLxnEGkWvt1i-XK1ximUOsgIY8WE-VeAfVhZyQ95zTOI_LgA4f8R8uAz_kR9rkvWj2y73bJaJwO-GjZkvDeSZ3waHWHYUhCVKUSfBdflNwnc7Bx071D8Okuw2znvnz4jZ90i7J1t3c-PAZPHf13oSSYLpgrmtemrc58oEk1Slt-Z8-NZl9PXKMwi_CrJ5E4nLMaz3iRZ5gWtBXivjGo5cp79GWdyMvkZzSq9uYv2NGZqF9ucK-DwBSnOWHhX3CZ1O-bi4QA7LJhu3aojXiaSDE-qvkBzpw948bbqyM4vbzMNSgOe6oqlJvqfNPz8GvbIoC1mapBVLKebm9nq2As2ls2yA0AFKzwuhm-pKcU8LRJFgs3CtDF0sEhxnqtLq59HaJxGBwWGqeQ1ZvijBcZVN0vlRxjWksGyUXwhYN3VhLwoc4k7DyWCYMNf8GkBQGBQnpvdB_h3zhlR25Ax1UxyZIh5KSXRG1WziMmfjW-p6df7Gcx6BSs5TYzc-o9NvcpdlOc2QqEnFmWbIsho6COw5txhR7PSSd4iquQBOgPyaq-TPM6KbAHYVU6Q_o-pTYT2JQP1Jqd8AijPPhMIIEC9-eLX-JiekOtXZcPr55siEVNuJmTquJWiJbglysS_ZLZkxFwqA3liXt9_E9DLffVfz&p=2&fvj=0&vjs=3,Indeed
